date,game_id,half,pitcher,batting_team,pitching_team,model_prob,implied_prob,ev,dk_no_odds,result,ev_category
2026-05-26,PHI/SD - Bot 1,bot,Aaron Nola,San Diego Padres,Philadelphia Phillies,0.3215,0.3846,-0.0631,160,win,negative
2026-05-26,ARI/SF - Top 1,top,Tyler Mahle,Arizona Diamondbacks,San Francisco Giants,0.4048,0.4,0.0048,150,loss,marginal
2026-05-26,ARI/SF - Bot 1,bot,Eduardo Rodriguez,San Francisco Giants,Arizona Diamondbacks,0.2989,0.3509,-0.052,185,win,negative
2026-05-26,COL/LAD - Top 1,top,Eric Lauer,Colorado Rockies,Los Angeles Dodgers,0.2836,0.3922,-0.1086,155,loss,negative
2026-05-26,COL/LAD - Bot 1,bot,Kyle Freeland,Los Angeles Dodgers,Colorado Rockies,0.3461,0.4762,-0.1301,110,loss,negative
2026-05-27,CIN/NYM - Top 1,top,Huascar Brazobán,Cincinnati Reds,New York Mets,0.2855,0.3077,-0.0222,225,loss,negative
2026-05-27,CIN/NYM - Bot 1,bot,Andrew Abbott,New York Mets,Cincinnati Reds,0.3595,0.4444,-0.0849,125,loss,negative
2026-05-27,MIN/CWS - Top 1,top,David Sandlin,Minnesota Twins,Chicago White Sox,0.3047,0.3846,-0.0799,160,loss,negative
2026-05-27,MIN/CWS - Bot 1,bot,Connor Prielipp,Chicago White Sox,Minnesota Twins,0.3417,0.2985,0.0432,235,loss,marginal
2026-05-27,NYY/KC - Top 1,top,Noah Cameron,New York Yankees,Kansas City Royals,0.3751,0.3571,0.018,180,loss,marginal
2026-05-27,NYY/KC - Bot 1,bot,Gerrit Cole,Kansas City Royals,New York Yankees,0.3731,0.5,-0.1269,100,loss,negative
2026-05-27,HOU/TEX - Top 1,top,Jacob deGrom,Houston Astros,Texas Rangers,0.2825,0.2703,0.0122,270,loss,marginal
2026-05-27,HOU/TEX - Bot 1,bot,Mike Burrows,Texas Rangers,Houston Astros,0.315,0.3846,-0.0696,160,loss,negative
2026-05-27,COL/LAD - Top 1,top,Shohei Ohtani,Colorado Rockies,Los Angeles Dodgers,,0.2439,,310,loss,
2026-05-27,COL/LAD - Bot 1,bot,Tomoyuki Sugano,Los Angeles Dodgers,Colorado Rockies,,0.5349,,-115,loss,
2026-05-28,LAA/DET - Top 1,top,Jack Flaherty,Los Angeles Angels,Detroit Tigers,0.2312,0.3448,-0.1136,190,loss,negative
2026-05-28,LAA/DET - Bot 1,bot,Grayson Rodriguez,Detroit Tigers,Los Angeles Angels,0.295,0.4167,-0.1217,140,loss,negative
2026-05-28,MIN/CWS - Top 1,top,Davis Martin,Minnesota Twins,Chicago White Sox,0.3701,0.4651,-0.095,115,loss,negative
2026-05-28,HOU/TEX - Top 1,top,Nathan Eovaldi,Houston Astros,Texas Rangers,0.3096,0.3636,-0.054,175,loss,negative
2026-05-28,HOU/TEX - Bot 1,bot,Spencer Arrighetti,Texas Rangers,Houston Astros,0.3485,0.3333,0.0152,200,win,marginal
2026-05-29,TOR/BAL - Top 1,top,Trevor Rogers,Toronto Blue Jays,Baltimore Orioles,0.3736,0.4255,-0.0519,135,loss,negative
2026-05-29,TOR/BAL - Bot 1,bot,Adam Macko,Baltimore Orioles,Toronto Blue Jays,0.309,0.4,-0.091,150,win,negative
2026-05-29,BOS/CLE - Top 1,top,Slade Cecconi,Boston Red Sox,Cleveland Guardians,0.3352,0.3922,-0.057,155,loss,negative
2026-05-29,BOS/CLE - Bot 1,bot,Tyler Samaniego,Cleveland Guardians,Boston Red Sox,0.3292,0.4167,-0.0875,140,loss,negative
2026-05-29,LAA/TB - Top 1,top,Nick Martinez,Los Angeles Angels,Tampa Bay Rays,0.3713,0.4348,-0.0635,130,loss,negative
2026-05-29,LAA/TB - Bot 1,bot,Walbert Ureña,Tampa Bay Rays,Los Angeles Angels,0.3397,0.4,-0.0603,150,loss,negative
2026-05-29,MIA/NYM - Top 1,top,Freddy Peralta,Miami Marlins,New York Mets,0.3231,0.3636,-0.0405,175,loss,negative
2026-05-29,MIA/NYM - Bot 1,bot,Max Meyer,New York Mets,Miami Marlins,0.2916,0.3125,-0.0209,220,win,negative
2026-05-29,CHC/STL - Top 1,top,Andre Pallante,Chicago Cubs,St. Louis Cardinals,0.4211,0.4545,-0.0334,120,loss,negative
2026-05-29,CHC/STL - Bot 1,bot,Shota Imanaga,St. Louis Cardinals,Chicago Cubs,0.3427,0.3571,-0.0144,180,loss,negative
2026-05-29,DET/CWS - Top 1,top,Erick Fedde,Detroit Tigers,Chicago White Sox,0.3981,0.339,0.0591,195,loss,strong
2026-05-29,DET/CWS - Bot 1,bot,Troy Melton,Chicago White Sox,Detroit Tigers,0.3808,0.3333,0.0475,200,loss,marginal
2026-05-29,KC/TEX - Top 1,top,MacKenzie Gore,Kansas City Royals,Texas Rangers,0.293,0.3279,-0.0349,205,loss,negative
2026-05-29,KC/TEX - Bot 1,bot,Stephen Kolek,Texas Rangers,Kansas City Royals,0.3868,0.4444,-0.0576,125,loss,negative
2026-05-29,MIL/HOU - Top 1,top,Kai-Wei Teng,Milwaukee Brewers,Houston Astros,0.2496,0.2985,-0.0489,235,loss,negative
2026-05-29,MIL/HOU - Bot 1,bot,Coleman Crow,Houston Astros,Milwaukee Brewers,0.3079,0.3774,-0.0695,165,win,negative
2026-05-29,SF/COL - Top 1,top,Michael Lorenzen,San Francisco Giants,Colorado Rockies,0.351,0.4348,-0.0838,130,loss,negative
2026-05-29,SF/COL - Bot 1,bot,Logan Webb,Colorado Rockies,San Francisco Giants,0.3184,0.4444,-0.126,125,loss,negative
2026-05-29,PHI/LAD - Top 1,top,Justin Wrobleski,Philadelphia Phillies,Los Angeles Dodgers,0.2906,0.4,-0.1094,150,loss,negative
2026-05-29,PHI/LAD - Bot 1,bot,Zack Wheeler,Los Angeles Dodgers,Philadelphia Phillies,0.2432,0.2985,-0.0553,235,loss,negative
2026-05-29,NYY/ATH - Bot 1,bot,Carlos Rodón,Athletics,New York Yankees,0.2304,0.2381,-0.0077,320,win,negative
2026-05-29,ARI/SEA - Top 1,top,George Kirby,Arizona Diamondbacks,Seattle Mariners,0.3076,0.4082,-0.1006,145,win,negative
2026-05-29,ARI/SEA - Bot 1,bot,Zac Gallen,Seattle Mariners,Arizona Diamondbacks,0.3504,0.4444,-0.094,125,win,negative
2026-05-30,CHC/STL - Top 1,top,Kyle Leahy,Chicago Cubs,St. Louis Cardinals,0.3529,0.3846,-0.0317,160,loss,negative
2026-05-30,CHC/STL - Bot 1,bot,Ben Brown,St. Louis Cardinals,Chicago Cubs,0.2681,0.3333,-0.0652,200,loss,negative
2026-05-30,ATL/CIN - Top 1,top,Brady Singer,Atlanta Braves,Cincinnati Reds,0.3263,0.4167,-0.0904,140,loss,negative
2026-05-30,ATL/CIN - Bot 1,bot,Martín Pérez,Cincinnati Reds,Atlanta Braves,0.3228,0.3279,-0.0051,205,loss,negative
2026-05-30,SF/COL - Top 1,top,Ryan Feltner,San Francisco Giants,Colorado Rockies,,0.4,,150,win,
2026-05-30,SF/COL - Bot 1,bot,Adrian Houser,Colorado Rockies,San Francisco Giants,,0.5,,100,loss,
2026-05-30,NYY/ATH - Bot 1,bot,Ryan Weathers,Athletics,New York Yankees,,0.2532,,295,loss,
2026-05-30,ARI/SEA - Top 1,top,Bryan Woo,Arizona Diamondbacks,Seattle Mariners,,0.3448,,190,loss,
2026-05-30,ARI/SEA - Bot 1,bot,Ryne Nelson,Seattle Mariners,Arizona Diamondbacks,,0.4167,,140,win,
2026-05-30,PHI/LAD - Top 1,top,Roki Sasaki,Philadelphia Phillies,Los Angeles Dodgers,,0.3448,,190,loss,
2026-05-30,PHI/LAD - Bot 1,bot,Jesús Luzardo,Los Angeles Dodgers,Philadelphia Phillies,,0.3125,,220,loss,
2026-05-31,MIN/PIT - Bot 1,bot,Zebby Matthews,Pittsburgh Pirates,Minnesota Twins,0.2598,0.2632,-0.0034,280,loss,negative
2026-05-31,LAA/TB - Top 1,top,Shane McClanahan,Los Angeles Angels,Tampa Bay Rays,0.2466,0.2857,-0.0391,250,loss,negative
2026-05-31,ATL/CIN - Top 1,top,Nick Lodolo,Atlanta Braves,Cincinnati Reds,0.3104,0.2632,0.0472,280,loss,marginal
2026-05-31,MIA/NYM - Bot 1,bot,John King,New York Mets,Miami Marlins,0.4859,0.4,0.0859,150,win,strong
2026-05-31,DET/CWS - Top 1,top,Sean Burke,Detroit Tigers,Chicago White Sox,0.2873,0.3571,-0.0698,180,loss,negative
2026-05-31,DET/CWS - Bot 1,bot,Keider Montero,Chicago White Sox,Detroit Tigers,0.3708,0.3774,-0.0066,165,win,negative
2026-05-31,KC/TEX - Bot 1,bot,Michael Wacha,Texas Rangers,Kansas City Royals,0.3641,0.2564,0.1077,290,loss,strong
2026-05-31,CHC/STL - Top 1,top,Matthew Liberatore,Chicago Cubs,St. Louis Cardinals,0.3859,0.3704,0.0155,170,loss,marginal
2026-05-31,CHC/STL - Bot 1,bot,Jordan Wicks,St. Louis Cardinals,Chicago Cubs,0.3103,0.4167,-0.1064,140,loss,negative
2026-06-01,CWS/MIN - Top 1,top,Joe Ryan,Chicago White Sox,Minnesota Twins,0.3126,0.2632,0.0494,280,loss,marginal
2026-06-01,CWS/MIN - Bot 1,bot,David Sandlin,Minnesota Twins,Chicago White Sox,0.3154,0.3571,-0.0417,180,loss,negative
2026-06-01,SF/MIL - Top 1,top,Shane Drohan,San Francisco Giants,Milwaukee Brewers,0.3487,0.3077,0.041,225,loss,marginal
2026-06-01,SF/MIL - Bot 1,bot,Landen Roupp,Milwaukee Brewers,San Francisco Giants,0.3243,0.2857,0.0386,250,loss,marginal
2026-06-01,TEX/STL - Top 1,top,Michael McGreevy,Texas Rangers,St. Louis Cardinals,0.4067,0.4545,-0.0478,120,win,negative
2026-06-01,TEX/STL - Bot 1,bot,Jacob deGrom,St. Louis Cardinals,Texas Rangers,0.2904,0.303,-0.0126,230,loss,negative
2026-06-01,COL/LAA - Top 1,top,José Soriano,Colorado Rockies,Los Angeles Angels,0.345,0.3175,0.0275,215,loss,marginal
2026-06-01,COL/LAA - Bot 1,bot,Kyle Freeland,Los Angeles Angels,Colorado Rockies,0.2739,0.3704,-0.0965,170,loss,negative
2026-06-01,LAD/ARI - Top 1,top,Eduardo Rodriguez,Los Angeles Dodgers,Arizona Diamondbacks,0.3309,0.4167,-0.0858,140,win,negative
2026-06-01,LAD/ARI - Bot 1,bot,Emmet Sheehan,Arizona Diamondbacks,Los Angeles Dodgers,0.3033,0.3509,-0.0476,185,loss,negative
2026-06-01,NYM/SEA - Top 1,top,Emerson Hancock,New York Mets,Seattle Mariners,0.3627,0.3704,-0.0077,170,win,negative
2026-06-01,NYM/SEA - Bot 1,bot,Austin Warren,Seattle Mariners,New York Mets,0.3027,0.3774,-0.0747,165,win,negative
2026-06-02,CWS/MIN - Top 1,top,Connor Prielipp,Chicago White Sox,Minnesota Twins,0.3444,0.3571,-0.0127,180,loss,negative
2026-06-02,CWS/MIN - Bot 1,bot,Davis Martin,Minnesota Twins,Chicago White Sox,0.3707,0.339,0.0317,195,win,marginal
2026-06-02,SF/MIL - Top 1,top,Kyle Harrison,San Francisco Giants,Milwaukee Brewers,0.3241,0.2632,0.0609,280,loss,strong
2026-06-02,SF/MIL - Bot 1,bot,Trevor McDonald,Milwaukee Brewers,San Francisco Giants,0.3246,0.339,-0.0144,195,loss,negative
2026-06-02,TEX/STL - Top 1,top,Dustin May,Texas Rangers,St. Louis Cardinals,0.3315,0.3571,-0.0256,180,loss,negative
2026-06-02,TEX/STL - Bot 1,bot,Nathan Eovaldi,St. Louis Cardinals,Texas Rangers,0.3124,0.3846,-0.0722,160,loss,negative
2026-06-02,ATH/CHC - Top 1,top,Jameson Taillon,Athletics,Chicago Cubs,0.3404,0.3922,-0.0518,155,loss,negative
2026-06-02,PIT/HOU - Top 1,top,Mike Burrows,Pittsburgh Pirates,Houston Astros,0.29,0.3636,-0.0736,175,win,negative
2026-06-02,PIT/HOU - Bot 1,bot,Bubba Chandler,Houston Astros,Pittsburgh Pirates,0.3124,0.3226,-0.0102,210,loss,negative
2026-06-02,COL/LAA - Top 1,top,Grayson Rodriguez,Colorado Rockies,Los Angeles Angels,0.3293,0.3448,-0.0155,190,loss,negative
2026-06-02,COL/LAA - Bot 1,bot,Tomoyuki Sugano,Los Angeles Angels,Colorado Rockies,0.3375,0.4651,-0.1276,115,loss,negative
2026-06-02,LAD/ARI - Top 1,top,Michael Soroka,Los Angeles Dodgers,Arizona Diamondbacks,0.3161,0.3448,-0.0287,190,loss,negative
2026-06-02,LAD/ARI - Bot 1,bot,Eric Lauer,Arizona Diamondbacks,Los Angeles Dodgers,0.3642,0.5,-0.1358,100,win,negative
2026-06-02,NYM/SEA - Top 1,top,Logan Gilbert,New York Mets,Seattle Mariners,0.251,0.3226,-0.0716,210,loss,negative
2026-06-02,NYM/SEA - Bot 1,bot,TBD,Seattle Mariners,New York Mets,0.3104,0.3226,-0.0122,210,win,negative
2026-06-03,SF/MIL - Top 1,top,Robert Gasser,San Francisco Giants,Milwaukee Brewers,0.4326,0.4,0.0326,150,loss,marginal
2026-06-03,SF/MIL - Bot 1,bot,Logan Webb,Milwaukee Brewers,San Francisco Giants,0.2755,0.3279,-0.0524,205,loss,negative
2026-06-03,TEX/STL - Top 1,top,Andre Pallante,Texas Rangers,St. Louis Cardinals,0.3771,0.4348,-0.0577,130,loss,negative
2026-06-03,TEX/STL - Bot 1,bot,MacKenzie Gore,St. Louis Cardinals,Texas Rangers,0.2751,0.3226,-0.0475,210,win,negative
2026-06-03,ATH/CHC - Top 1,top,Colin Rea,Athletics,Chicago Cubs,0.3264,0.4,-0.0736,150,win,negative
2026-06-03,PIT/HOU - Top 1,top,Spencer Arrighetti,Pittsburgh Pirates,Houston Astros,0.3092,0.3448,-0.0356,190,loss,negative
2026-06-03,PIT/HOU - Bot 1,bot,Paul Skenes,Houston Astros,Pittsburgh Pirates,0.2886,0.2703,0.0183,270,win,marginal
2026-06-03,COL/LAA - Top 1,top,Walbert Ureña,Colorado Rockies,Los Angeles Angels,0.3391,0.3922,-0.0531,155,loss,negative
2026-06-03,COL/LAA - Bot 1,bot,Michael Lorenzen,Los Angeles Angels,Colorado Rockies,0.2825,0.3922,-0.1097,155,loss,negative
