Name,playerId,Season,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA
Donovan Walton,622268,Total,SFG,1,1,0.00,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,
Rich Hill,448179,Total,BOS,4,9,0.00,0,0,0,0,0,0,2,0,1,4,.000,.333,.000,
J.T. Ginn,669372,Total,OAK,8,75,0.00,22,4,0,0,0,3,5,1,1,12,.319,.373,.507,
Tarik Skubal,669373,Total,DET,26,122,0.00,21,2,1,0,0,1,5,0,3,33,.186,.238,.248,
Trey Wingenter,622259,Total,CHC,7,21,0.00,7,0,0,0,0,1,1,0,0,3,.368,.400,.526,
DJ Herz,687792,Total,WSN,19,92,0.00,19,2,0,0,0,3,8,0,2,23,.238,.319,.375,
Nick Robertson,687798,Total,TOR,8,24,0.00,8,2,0,0,0,1,1,0,0,4,.364,.375,.591,
Carmen Mlodzinski,669387,Total,PIT,39,94,0.00,18,4,0,0,0,1,7,0,1,18,.217,.277,.301,
Jacob Webb,657097,Total,BAL,54,101,0.00,13,2,0,0,0,1,11,1,0,29,.146,.238,.202,
Owen White,669391,Total,TEX,2,12,0.00,4,2,0,0,0,0,0,0,0,0,.333,.333,.500,
Ryan Fernandez,681676,Total,STL,53,110,0.00,20,3,1,0,0,3,14,3,2,26,.220,.330,.374,
Andrew Kittredge,552640,Total,STL,61,104,0.00,29,7,1,0,0,6,6,0,0,24,.296,.337,.571,
Taylor Rogers,573124,Total,SFG,61,107,0.00,27,5,1,0,0,2,11,0,1,34,.284,.364,.421,
Daniel Duarte,650960,Total,MIN,2,5,0.00,1,1,0,0,0,0,1,0,0,0,.250,.400,.500,
Dylan Coleman,669395,Total,HOU,1,3,0.00,0,0,0,0,0,0,1,0,0,0,.000,.333,.000,
Xzavion Curry,675540,Total,MIA,14,80,0.00,20,7,1,0,0,6,2,1,0,13,.256,.275,.603,
Yuki Matsui,673513,Total,SDP,57,98,0.00,19,5,1,0,0,3,8,0,0,30,.216,.276,.398,
Hunter Bigge,685801,Total,TBR,18,39,0.00,9,0,1,0,0,1,1,0,0,17,.237,.256,.368,
Matt Sauer,669422,Total,KCR,14,37,0.00,10,3,1,0,0,0,6,0,0,4,.333,.432,.500,
Sam Aldegheri,691951,Total,LAA,3,10,0.00,1,0,0,0,0,0,4,0,0,0,.200,.500,.200,
Marc Church,687847,Total,TEX,1,2,0.00,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,
Raisel Iglesias,628452,Total,ATL,62,133,0.00,18,4,1,0,0,1,9,2,0,35,.149,.206,.223,
Trevor Rogers,669432,Total,BAL,23,131,0.00,35,10,0,0,0,2,16,1,1,25,.313,.397,.455,
Hunter Gaddis,683769,Total,CLE,75,139,0.00,22,6,2,0,0,3,7,1,4,33,.172,.237,.320,
Mason Englert,669438,Total,DET,12,32,0.00,11,5,1,0,0,1,1,0,0,1,.355,.375,.677,
Porter Hodge,687863,Total,CHC,34,66,0.00,10,1,1,0,0,1,7,0,0,25,.169,.258,.271,
Yusei Kikuchi,579328,Total,HOU,27,145,0.00,31,3,0,0,0,5,8,0,1,40,.230,.276,.363,
Marcus Stroman,573186,Total,NYY,30,328,0.00,86,14,4,0,0,10,31,0,5,47,.296,.372,.474,
Kodai Senga,673540,Total,NYM,1,7,0.00,0,0,0,0,0,0,1,0,0,4,.000,.143,.000,
Troy Taylor,700187,Total,SEA,21,36,0.00,6,2,0,0,0,2,4,0,0,12,.188,.278,.438,
Andre Pallante,669467,Total,STL,29,239,0.00,45,6,0,0,0,2,24,0,0,45,.209,.289,.265,
Nick Hernandez,663321,Total,HOU,5,20,0.00,7,0,0,0,0,2,0,0,0,8,.350,.350,.650,
Kyle Nelson,669459,Total,ARI,11,22,0.00,4,0,0,0,0,1,3,0,0,5,.211,.318,.368,
Shane Bieber,669456,Total,CLE,2,22,0.00,4,1,0,0,0,0,1,0,0,11,.190,.227,.238,
Jonathan Bermúdez,642834,Total,MIA,3,13,0.00,5,0,0,0,0,1,1,0,0,2,.417,.462,.667,
Caleb Thielbar,573204,Total,MIN,53,100,0.00,22,5,0,0,0,1,10,0,0,28,.244,.320,.333,
Matthew Liberatore,669461,Total,STL,54,138,0.00,31,6,0,0,0,2,4,0,1,31,.233,.261,.323,
Vladimir Gutierrez,661269,Total,MIA,1,6,0.00,1,0,0,0,0,1,0,0,0,1,.167,.167,.667,
Daniel Palencia,694037,Total,CHC,10,29,0.00,8,2,0,0,0,0,6,0,0,9,.348,.483,.435,
Michael Grove,675627,Total,LAD,36,75,0.00,14,2,1,0,0,2,4,0,5,25,.215,.307,.369,
Eddy Alvarez,657193,Total,NYM,1,2,0.00,1,1,0,0,0,0,0,0,0,0,.500,.500,1.000,
Naoyuki Uwasawa,683822,Total,BOS,2,7,0.00,1,0,0,0,0,0,1,0,0,1,.167,.286,.167,
Jose Trevino,624431,Total,NYY,2,4,0.00,1,1,0,0,0,0,2,0,0,0,.500,.750,1.000,
Carlos Estévez,608032,Total,PHI,52,103,0.00,20,2,0,0,0,3,7,3,0,25,.208,.262,.323,
José Ruiz,614179,Total,PHI,40,84,0.00,26,5,0,0,0,5,5,0,0,25,.329,.369,.582,
Andrew Walters,689958,Total,CLE,9,14,0.00,1,1,0,0,0,0,0,0,0,2,.077,.071,.154,
Bryan King,687911,Total,HOU,25,46,0.00,9,1,0,0,0,0,4,0,1,19,.220,.304,.244,
Johnny Cueto,456501,Total,LAA,2,29,0.00,9,2,1,0,0,3,0,0,0,2,.310,.310,.759,
River Ryan,689981,Total,LAD,4,39,0.00,7,1,0,0,0,0,3,0,0,9,.194,.256,.222,
Easton Lucas,687922,Total,TOR,8,23,0.00,9,0,0,0,0,1,4,0,0,2,.474,.565,.632,
Julian Aguiar,687924,Total,CIN,7,67,0.00,14,2,0,0,0,5,6,1,2,11,.237,.328,.525,
Dinelson Lamet,659275,Total,LAD,3,7,0.00,1,0,0,0,0,1,2,1,0,0,.200,.429,.800,
Jordan Wicks,696136,Total,CHC,11,66,0.00,18,3,0,0,0,3,7,0,1,13,.316,.400,.526,
Andrew Wantz,681806,Total,LAA,1,1,0.00,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,
Mike Yastrzemski,573262,Total,SFG,1,3,0.00,1,0,0,0,0,0,0,0,0,0,.333,.333,.333,
Ryan Feltner,663372,Total,COL,30,363,0.00,88,18,2,0,0,10,29,0,4,67,.269,.334,.428,
Matt Waldron,663362,Total,SDP,27,323,0.00,75,21,1,0,0,11,26,0,4,67,.260,.328,.453,
Michael Mercado,675650,Total,PHI,5,25,0.00,7,2,0,0,0,5,5,0,0,2,.350,.480,1.200,
Mason Black,696131,Total,SFG,9,78,0.00,19,2,0,0,0,3,7,0,0,13,.275,.338,.435,
John King,667463,Total,STL,53,110,0.00,26,1,0,0,0,3,4,0,1,19,.250,.282,.346,
Ethan Roberts,681799,Total,CHC,20,57,0.00,14,0,1,0,0,1,5,0,1,15,.275,.351,.373,
Julian Merryweather,657240,Total,CHC,15,32,0.00,8,4,0,0,0,0,5,0,0,6,.296,.406,.444,
Cade Povich,700249,Total,BAL,13,97,0.00,20,7,1,0,0,2,8,0,2,16,.230,.309,.402,
Austin Warren,681810,Total,SFG,5,21,0.00,5,1,0,0,0,0,2,0,0,2,.263,.333,.316,
Michael McGreevy,700241,Total,STL,4,36,0.00,7,1,1,0,0,0,1,0,1,8,.206,.250,.294,
Evan Kravetz,667478,Total,CIN,1,1,0.00,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,
Yilber Díaz,700270,Total,ARI,7,57,0.00,12,3,1,0,0,0,9,0,0,10,.255,.368,.362,
José Cisnero,542585,Total,LAA,13,33,0.00,12,2,0,0,0,3,5,0,0,9,.429,.515,.821,
Trent Thornton,663423,Total,SEA,64,133,0.00,32,10,1,0,0,3,8,1,1,38,.262,.311,.434,
Logan Webb,657277,Total,SFG,33,433,0.00,104,21,4,0,0,3,36,1,0,97,.263,.323,.359,
Peter Strzelecki,657265,Total,CLE,10,26,0.00,10,3,0,0,0,1,2,0,0,2,.417,.462,.667,
Cooper Criswell,681867,Total,BOS,26,211,0.00,49,9,2,0,0,2,18,0,3,39,.263,.332,.366,
Tanner Rainey,663432,Total,WSN,41,98,0.00,17,5,1,0,0,2,19,1,2,17,.221,.388,.390,
Keegan Thompson,624522,Total,CHC,21,59,0.00,15,4,1,0,0,3,4,0,0,15,.278,.322,.556,
Erik Sabrowski,681870,Total,CLE,5,13,0.00,2,0,0,0,0,0,0,0,0,3,.154,.154,.154,
Eli Villalobos,681871,Total,MIA,3,8,0.00,0,0,0,0,0,0,1,0,0,2,.000,.125,.000,
Davis Martin,663436,Total,CWS,11,116,0.00,26,1,0,0,0,2,11,0,4,25,.257,.353,.327,
Shawn Dubin,681869,Total,HOU,31,116,0.00,26,7,0,0,0,1,17,0,0,28,.263,.371,.364,
Reese Olson,681857,Total,DET,22,253,0.00,56,9,2,0,0,5,24,0,4,59,.253,.332,.380,
Colin Selby,681882,Total,BAL,4,12,0.00,2,0,0,0,0,0,3,0,0,0,.222,.417,.222,
Emmanuel Clase,661403,Total,CLE,67,127,0.00,14,3,0,0,0,0,4,0,0,30,.116,.144,.140,
Luis Castillo,622491,Total,SEA,30,346,0.00,87,20,0,0,0,18,27,2,2,67,.275,.336,.509,
Jhoan Duran,661395,Total,MIN,55,113,0.00,22,5,1,0,0,2,5,1,4,33,.218,.279,.347,
Spencer Bivens,702352,Total,SFG,26,97,0.00,25,1,0,0,0,6,7,1,0,17,.281,.333,.494,
Tyler Beede,595881,Total,CLE,13,33,0.00,6,2,0,0,0,1,4,0,0,11,.214,.303,.393,
Kolby Allard,663465,Total,PHI,7,23,0.00,6,2,1,0,0,0,1,0,0,6,.273,.304,.455,
Isaiah Campbell,663462,Total,BOS,8,19,0.00,8,2,0,0,0,2,1,0,0,3,.444,.474,.889,
Kody Funderburk,681892,Total,MIN,25,64,0.00,15,4,1,0,0,0,9,0,2,19,.288,.406,.404,
Kris Bubic,663460,Total,KCR,22,45,0.00,12,1,1,0,0,1,0,0,0,14,.286,.273,.429,
Nabil Crismatt,622503,Total,LAD,4,11,0.00,1,1,0,0,0,0,0,0,0,3,.091,.091,.182,
Nick Loftin,679845,Total,KCR,1,1,0.00,1,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,
Nick Burdi,595897,Total,NYY,7,8,0.00,2,0,0,0,0,0,1,0,0,2,.286,.375,.286,
Justin Wilson,458677,Total,CIN,54,94,0.00,28,4,0,0,0,6,4,0,1,25,.318,.351,.568,
Cole Sands,663485,Total,MIN,57,119,0.00,28,4,0,0,0,3,7,0,3,33,.264,.319,.387,
Triston McKenzie,663474,Total,CLE,16,166,0.00,33,6,0,0,0,9,19,0,0,30,.228,.315,.455,
Anthony Bender,669622,Total,MIA,47,84,0.00,23,6,0,0,0,2,9,1,1,15,.311,.393,.473,
Alex Vesia,681911,Total,LAD,59,105,0.00,13,4,1,0,0,3,10,0,1,34,.144,.238,.311,
Brady Basso,669620,Total,OAK,6,25,0.00,3,0,0,0,0,0,1,0,0,6,.130,.160,.130,
Lance Lynn,458681,Total,STL,23,268,0.00,60,11,1,0,0,9,30,0,2,50,.258,.343,.429,
AJ Smith-Shawver,700363,Total,ATL,1,8,0.00,0,0,0,0,0,0,2,0,0,3,.000,.250,.000,
Justin Martinez,679885,Total,ARI,62,127,0.00,23,5,0,0,0,1,22,6,0,39,.221,.354,.298,
Clayton Kershaw,477132,Total,LAD,7,34,0.00,8,1,0,0,0,1,0,0,2,9,.258,.294,.387,
Giovanny Gallegos,606149,Total,STL,18,37,0.00,10,4,0,0,0,3,2,0,0,7,.286,.324,.657,
John Curtiss,595928,Total,COL,3,4,0.00,2,0,0,0,0,1,0,0,0,1,.500,.500,1.250,
Seranthony Domínguez,622554,Total,BAL,58,112,0.00,22,2,1,0,0,6,9,0,2,24,.220,.295,.440,
Rafael Montero,606160,Total,HOU,38,83,0.00,21,2,1,0,0,6,11,0,0,9,.296,.386,.606,
Pablo Reyes,622569,Total,BOS,1,2,0.00,1,0,0,0,0,0,0,0,0,0,.500,.500,.500,
Sam Long,669674,Total,KCR,36,74,0.00,15,2,0,0,0,2,5,0,1,18,.221,.284,.338,
Kirby Yates,489446,Total,TEX,55,105,0.00,7,2,0,0,0,2,17,4,0,39,.081,.229,.174,
Robert Gasser,688107,Total,MIL,5,20,0.00,5,0,0,0,0,2,0,0,0,5,.250,.250,.550,
Logan Allen,663531,Total,ARI,11,47,0.00,14,3,0,0,0,1,2,0,1,7,.333,.362,.476,
Justin Bruihl,677865,Total,PIT,6,9,0.00,4,0,0,0,0,0,0,0,0,1,.444,.444,.444,
Clarke Schmidt,657376,Total,NYY,16,184,0.00,38,5,0,0,0,5,17,0,5,58,.238,.326,.363,
Yunior Marte,628708,Total,PHI,23,52,0.00,17,5,0,0,0,4,7,0,0,7,.378,.462,.756,
Shota Imanaga,684007,Total,CHC,26,141,0.00,29,3,0,0,0,5,4,0,0,40,.212,.234,.343,
Sean Hjelle,663546,Total,SFG,51,153,0.00,34,3,1,0,0,9,8,2,3,30,.245,.300,.475,
Taj Bradley,671737,Total,TBR,25,310,0.00,70,17,1,0,0,10,27,0,2,86,.252,.320,.428,
Grant Anderson,681982,Total,TEX,19,55,0.00,15,0,0,0,0,10,6,3,1,12,.313,.400,.938,
Bryan Hudson,663542,Total,MIL,40,79,0.00,8,3,1,0,0,1,8,0,1,21,.118,.218,.235,
